"Sottosistema","Unita","Riferimenti","Classificazione","CandidatiTrovati","PercorsiCandidati","PercorsoEsplicitoEsempio"
"CarichiTermici","Enter","1","Ambigua: piu copie omonime","11","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ENTER.PAS | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\TUBISPIR\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\TUBISPIR\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\TUBISPIR\ENTER.PAS",
"CarichiTermici","kbmMemCSVStreamFormat","1","Ambigua: piu copie omonime","4","C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\Copia di KbmMemTab\kbmMemCSVStreamFormat.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\KbmMemTab\kbmMemCSVStreamFormat.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\Copia di KbmMemTab\kbmMemCSVStreamFormat.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\KbmMemTab\kbmMemCSVStreamFormat.pas",
"CarichiTermici","kbmMemTable","1","Ambigua: piu copie omonime","4","C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\Copia di KbmMemTab\kbmMemTable.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\KbmMemTab\kbmMemTable.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\Copia di KbmMemTab\kbmMemTable.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\KbmMemTab\kbmMemTable.pas",
"CarichiTermici","LbSpeedButton","1","Ambigua: piu copie omonime","4","C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\lbbutton\LbSpeedButton.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\LBButton\LbSpeedButton.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\Componenti\LbSpeedButton.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\LBButton\LbSpeedButton.pas",
"CarichiTermici","Libreriagenerale","7","Ambigua: piu copie omonime","5","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\comuni\LibreriaGenerale.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\comuni\LibreriaGenerale.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\comuni\libreriagenerale.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\comuni\libreriagenerale.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\comuni\libreriagenerale.pas",
"CarichiTermici","Turbo3","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Turbo3.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\TURBO3.PAS | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TURBO3.PAS",
"CarichiTermici","Ucompilaform","2","Ambigua: piu copie omonime","11","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\libreriedatabase\UCompilaForm.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\UCompilaform.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\CARICHI\database\UCompilaform.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\UCompilaForm.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\libreriedatabase\UCompilaForm.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\UCompilaForm.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\libreriedatabase\UCompilaForm.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\database generati\Ucompilaform.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\UCompilaForm.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\libreriedatabase\UCompilaForm.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\database generati\Ucompilaform.pas",
"CarichiTermici","Udatalink","3","Ambigua: piu copie omonime","31","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\UDataLink.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\gestione\generati\UDataLink.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\modifica kbmtable\UDataLink.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\Rebuli modificato CAD\UDataLink.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\Rebuli modificato CAD\compnuccio vecchio mandato lazzerini\UDataLink.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\Rebuli modificato CAD\compnuccio vecchio mandato lazzerini\curve\UDataLink.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\gestioneclienti\generati\UDataLink.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\Sun-Trace\generati\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\AggiornamentiV13\Carichi\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\database generati\Generati\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\climaenergia\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI vecchio\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\AggiornamentiV13\Carichi\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\progetto test con multitabelle\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\AggiornamentiV13\Carichi\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\progetto test con multitabelle\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\database generati\Generati\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI vecchio\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\AggiornamentiV13\Carichi\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\progetto test con multitabelle\GENERATI\UDataLink.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\database generati\Generati\UDataLink.pas",
"CarichiTermici","udb","4","Ambigua: piu copie omonime","17","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\UDB.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\libreriedatabase\sudisco\udb.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\modifica kbmtable\UDB.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\Rebuli modificato CAD\UDB.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\Rebuli modificato CAD\compnuccio vecchio mandato lazzerini\UDB.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\Udb.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\CARICHI\database\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\UDB.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\libreriedatabase\sudisco\udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\UDB.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\libreriedatabase\sudisco\udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\UDB.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\libreriedatabase\sudisco\udb.pas",
"CarichiTermici","Uinitmem","1","Ambigua: piu copie omonime","10","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\libreriedatabase\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\libreriedatabase\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\libreriedatabase\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\database generati\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\libreriedatabase\UInitmem.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\database generati\UInitmem.pas",
"CarichiTermici","ULeggiscriviDati","2","Ambigua: piu copie omonime","26","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\gestione\generati\ULeggiscriviDati.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\gestioneclienti\generati\ULeggiscriviDati.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\Sun-Trace\generati\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\database generati\Generati\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\climaenergia\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI vecchio\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\progetto test con multitabelle\GENERATI\uleggiscrividati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\progetto test con multitabelle\GENERATI\uleggiscrividati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\database generati\Generati\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI vecchio\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\progetto test con multitabelle\GENERATI\uleggiscrividati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\database generati\Generati\ULeggiscriviDati.pas","ULeggiscriviDati.pas"
"CarichiTermici","utilitie","1","Ambigua: piu copie omonime","8","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Utilitie.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\CONVERTI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\grafo\GTUBI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\CONVERTI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\grafo\GTUBI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\CONVERTI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\grafo\GTUBI\UTILITIE.PAS",
"CarichiTermici","Varcarichi","11","Ambigua: piu copie omonime","9","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\Varcarichi.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\gestione\Varcarichi.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\gestioneclienti\generati\Varcarichi.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\Sun-Trace\Varcarichi.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\varcarichi.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\CARICHI\VarCarichi.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\varcarichi.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\varcarichi.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\varcarichi.pas",
"CarichiTermici","Varcarichi_estivo_14","7","Ambigua: piu copie omonime","5","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\Varcarichi_estivo_14.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\CARICHI\Varcarichi_estivo_14.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\Varcarichi_estivo_14.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\Varcarichi_estivo_14.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\Varcarichi_estivo_14.pas",
"CarichiTermici","VariabiliGenerali","3","Ambigua: piu copie omonime","5","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\comuni\VariabiliGenerali.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\comuni\VariabiliGenerali.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\comuni\VariabiliGenerali.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\comuni\VariabiliGenerali.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\comuni\VariabiliGenerali.pas",
"CarichiTermici","WM","2","Ambigua: piu copie omonime","7","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\WM.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\CONVERTI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\grafo\GTUBI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\CONVERTI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\grafo\GTUBI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\CONVERTI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\grafo\GTUBI\WM.PAS",
"CarichiTermici","wp","1","Ambigua: piu copie omonime","9","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\WP.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\WP.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\TUBISPIR\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\TUBISPIR\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\TUBISPIR\WP.PAS",
"CarichiTermici","Master","2","Percorso storico non disponibile","0","","..\..\..\comuni\report\Master.pas"
"CarichiTermici","bwcc","1","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Classes","10","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","ComCtrls","2","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Controls","8","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","DB","8","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","DBCtrls","3","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","DBGrids","3","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Dialogs","9","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","ExtCtrls","4","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Forms","16","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Graphics","8","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Grids","3","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Mask","2","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Messages","11","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","StdCtrls","7","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","strings","1","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","sysutils","16","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","TabNotBk","1","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Variants","7","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Windows","11","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","WINPROCS","1","Piattaforma Delphi/Turbo Pascal","0","",
"CarichiTermici","Chart","2","Sorgente non individuato","0","",
"CarichiTermici","dateutils","1","Sorgente non individuato","0","",
"CarichiTermici","DbChart","2","Sorgente non individuato","0","",
"CarichiTermici","indata","1","Sorgente non individuato","0","",
"CarichiTermici","Series","2","Sorgente non individuato","0","",
"CarichiTermici","TeEngine","2","Sorgente non individuato","0","",
"CarichiTermici","TeeProcs","2","Sorgente non individuato","0","",
"CarichiTermici","win_uti","1","Sorgente non individuato","0","",
"Tubazioni","CalcolaZ","4","Ambigua: piu copie omonime","10","C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\CalcolaZ.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\codeg\CalcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\3D\calcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\3D\oldcalcolaz\calcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\allineamento emanuela\calcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\calcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\allineamento emanuela\calcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\calcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\allineamento emanuela\calcolaZ.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\calcolaZ.pas",
